sub,fb_condition,efficacy,rt,cor
1_1,negativefb,eff,1163,1
1_1,negativefb,noneff,1204,1
1_1,negativefb,eff,1204,1
1_1,negativefb,eff,1171,1
1_1,negativefb,noneff,1003,1
1_1,negativefb,noneff,937,1
1_1,negativefb,noneff,954,1
1_1,negativefb,noneff,2039,0
1_1,negativefb,eff,1037,1
1_1,negativefb,noneff,886,1
1_1,negativefb,eff,870,0
1_1,negativefb,eff,1171,1
1_1,negativefb,eff,836,1
1_1,negativefb,noneff,820,0
1_1,negativefb,eff,1204,1
1_1,negativefb,eff,1521,1
1_1,negativefb,noneff,1054,0
1_1,negativefb,eff,3342,0
1_1,negativefb,eff,937,1
1_1,negativefb,noneff,1788,1
1_1,negativefb,noneff,1037,0
1_1,negativefb,noneff,953,1
1_1,negativefb,eff,1003,1
1_1,negativefb,noneff,1371,1
1_1,negativefb,eff,804,1
1_1,negativefb,noneff,803,1
1_1,negativefb,noneff,787,1
1_1,negativefb,eff,1020,1
1_1,negativefb,noneff,954,1
1_1,negativefb,eff,753,0
1_1,negativefb,eff,787,1
1_1,negativefb,noneff,837,1
1_1,negativefb,noneff,720,1
1_1,negativefb,eff,1171,0
1_1,negativefb,noneff,870,1
1_1,negativefb,eff,987,1
1_1,negativefb,noneff,787,1
1_1,negativefb,eff,803,1
1_1,negativefb,noneff,987,1
1_1,negativefb,noneff,820,0
1_1,negativefb,noneff,1321,0
1_1,negativefb,noneff,720,1
1_1,negativefb,noneff,1037,1
1_1,negativefb,eff,837,1
1_1,negativefb,eff,854,1
1_1,negativefb,eff,1404,1
1_1,negativefb,eff,636,1
1_1,negativefb,eff,854,0
1_1,negativefb,noneff,1071,1
1_1,negativefb,eff,837,1
1_1,negativefb,noneff,1044,1
1_1,negativefb,noneff,803,1
1_1,negativefb,eff,737,1
1_1,negativefb,eff,770,1
1_1,negativefb,eff,820,1
1_1,negativefb,noneff,1371,1
1_1,negativefb,noneff,787,1
1_1,negativefb,noneff,937,1
1_1,negativefb,noneff,1037,1
1_1,negativefb,eff,904,1
1_1,negativefb,eff,753,1
1_1,negativefb,eff,954,0
1_1,negativefb,eff,703,1
1_1,negativefb,eff,1822,1
1_1,negativefb,noneff,820,1
1_1,negativefb,eff,1104,1
1_1,negativefb,noneff,1271,1
1_1,negativefb,eff,2356,0
1_1,negativefb,eff,803,1
1_1,negativefb,eff,753,1
1_1,negativefb,eff,1037,0
1_1,negativefb,noneff,1755,1
1_1,negativefb,eff,820,1
1_1,negativefb,eff,1154,1
1_1,negativefb,noneff,1388,1
1_1,negativefb,noneff,1922,0
1_1,negativefb,noneff,1137,1
1_1,negativefb,eff,904,1
1_1,negativefb,noneff,853,1
1_1,negativefb,noneff,1455,0
1_1,negativefb,eff,753,1
1_1,negativefb,eff,1070,1
1_1,negativefb,eff,1371,1
1_1,negativefb,noneff,736,1
1_1,negativefb,noneff,1171,0
1_1,negativefb,eff,820,0
1_1,negativefb,noneff,1054,1
1_1,negativefb,noneff,870,1
1_1,negativefb,eff,1054,1
1_1,negativefb,eff,837,1
1_1,negativefb,noneff,1739,1
1_1,negativefb,noneff,987,1
1_1,negativefb,noneff,1004,1
1_1,negativefb,noneff,837,1
1_1,negativefb,eff,887,1
1_1,negativefb,eff,636,1
1_1,negativefb,noneff,837,0
1_1,negativefb,noneff,1154,1
1_1,negativefb,eff,770,1
1_1,negativefb,eff,1288,1
2,negativefb,noneff,2072,1
2,negativefb,noneff,2506,1
2,negativefb,eff,920,1
2,negativefb,eff,1538,0
2,negativefb,eff,954,1
2,negativefb,eff,920,1
2,negativefb,noneff,3742,1
2,negativefb,eff,1906,1
2,negativefb,noneff,1188,1
2,negativefb,noneff,1054,1
2,negativefb,eff,2690,1
2,negativefb,eff,937,1
2,negativefb,eff,1622,1
2,negativefb,noneff,1354,1
2,negativefb,noneff,1388,1
2,negativefb,eff,1354,1
2,negativefb,eff,1238,1
2,negativefb,noneff,953,0
2,negativefb,eff,836,1
2,negativefb,noneff,1004,1
2,negativefb,eff,1170,0
2,negativefb,noneff,1087,1
2,negativefb,eff,803,1
2,negativefb,eff,803,1
2,negativefb,noneff,1321,1
2,negativefb,eff,1054,0
2,negativefb,noneff,1021,1
2,negativefb,eff,1137,1
2,negativefb,noneff,937,1
2,negativefb,eff,954,1
2,negativefb,eff,1037,1
2,negativefb,noneff,1371,1
2,negativefb,noneff,1054,1
2,negativefb,noneff,953,1
2,negativefb,noneff,887,1
2,negativefb,noneff,1572,0
2,negativefb,noneff,1321,0
2,negativefb,noneff,2673,1
2,negativefb,noneff,1004,1
2,negativefb,eff,1338,0
2,negativefb,eff,853,1
2,negativefb,noneff,853,1
2,negativefb,eff,954,1
2,negativefb,noneff,1070,1
2,negativefb,eff,1137,0
2,negativefb,noneff,1405,0
2,negativefb,noneff,1421,0
2,negativefb,eff,971,1
2,negativefb,noneff,1988,1
2,negativefb,eff,937,1
2,negativefb,eff,1111,1
2,negativefb,noneff,870,1
2,negativefb,noneff,1087,0
2,negativefb,noneff,736,1
2,negativefb,noneff,1138,1
2,negativefb,noneff,854,1
2,negativefb,noneff,1304,1
2,negativefb,eff,1288,1
2,negativefb,noneff,1071,1
2,negativefb,noneff,854,0
2,negativefb,eff,686,1
2,negativefb,noneff,1138,1
2,negativefb,noneff,870,1
2,negativefb,noneff,987,0
2,negativefb,eff,854,1
2,negativefb,noneff,1071,1
2,negativefb,noneff,1004,1
2,negativefb,eff,1405,1
2,negativefb,eff,887,1
2,negativefb,eff,954,1
2,negativefb,noneff,1104,0
2,negativefb,noneff,1070,1
2,negativefb,eff,954,0
2,negativefb,noneff,854,1
2,negativefb,noneff,686,0
2,negativefb,eff,753,1
2,negativefb,noneff,1154,1
2,negativefb,noneff,770,1
2,negativefb,eff,720,1
2,negativefb,eff,1187,1
2,negativefb,eff,887,1
2,negativefb,eff,770,1
2,negativefb,noneff,720,1
2,negativefb,noneff,753,1
2,negativefb,eff,670,1
2,negativefb,eff,770,0
2,negativefb,eff,603,1
2,negativefb,eff,837,1
2,negativefb,eff,1321,1
2,negativefb,eff,720,1
2,negativefb,noneff,687,1
2,negativefb,noneff,753,1
2,negativefb,eff,1171,1
2,negativefb,noneff,670,0
2,negativefb,eff,1221,1
2,negativefb,eff,887,0
2,negativefb,eff,737,1
2,negativefb,eff,636,1
2,negativefb,noneff,987,1
2,negativefb,eff,670,1
2,negativefb,noneff,1228,1
2,negativefb,noneff,720,0
2,negativefb,eff,1321,1
2,negativefb,eff,1154,0
2,negativefb,noneff,620,1
2,negativefb,noneff,787,1
2,negativefb,eff,753,1
2,negativefb,noneff,670,1
2,negativefb,eff,636,0
2,negativefb,eff,804,1
2,negativefb,noneff,670,1
2,negativefb,noneff,670,1
2,negativefb,eff,1171,1
2,negativefb,noneff,1104,0
2,negativefb,eff,1087,1
2,negativefb,eff,703,1
2,negativefb,eff,1154,0
2,negativefb,eff,820,1
2,negativefb,eff,988,0
2,negativefb,eff,703,1
2,negativefb,eff,903,0
2,negativefb,noneff,737,1
2,negativefb,noneff,920,0
2,negativefb,eff,770,1
2,negativefb,eff,703,1
2,negativefb,noneff,620,1
2,negativefb,noneff,837,1
2,negativefb,noneff,670,1
2,negativefb,noneff,1438,0
2,negativefb,noneff,770,1
2,negativefb,noneff,670,1
2,negativefb,noneff,586,1
2,negativefb,noneff,887,1
2,negativefb,eff,720,1
2,negativefb,eff,1221,0
2,negativefb,eff,937,0
2,negativefb,eff,620,1
2,negativefb,eff,1037,0
2,negativefb,eff,787,1
2,negativefb,eff,619,1
2,negativefb,noneff,853,1
2,negativefb,eff,753,1
2,negativefb,noneff,603,1
2,negativefb,eff,920,1
2,negativefb,eff,804,0
2,negativefb,noneff,937,1
2,negativefb,noneff,703,1
2,negativefb,noneff,620,1
2,negativefb,noneff,603,1
2,negativefb,noneff,786,0
2,positivefb,eff,737,1
2,positivefb,eff,820,1
2,positivefb,noneff,753,0
2,positivefb,eff,653,1
2,positivefb,eff,1004,1
2,positivefb,eff,753,0
2,positivefb,noneff,754,0
2,positivefb,noneff,703,1
2,positivefb,noneff,820,1
2,positivefb,noneff,670,1
2,positivefb,eff,620,1
2,positivefb,eff,536,1
2,positivefb,noneff,770,1
2,positivefb,noneff,686,1
2,positivefb,eff,536,1
2,positivefb,noneff,586,1
2,positivefb,eff,586,1
2,positivefb,eff,837,0
2,positivefb,noneff,736,1
2,positivefb,noneff,553,1
2,positivefb,eff,587,0
2,positivefb,eff,603,1
2,positivefb,eff,536,1
2,positivefb,noneff,970,0
2,positivefb,noneff,619,1
2,positivefb,eff,502,0
2,positivefb,eff,503,1
2,positivefb,noneff,637,1
2,positivefb,eff,770,0
2,positivefb,eff,653,0
2,positivefb,eff,603,1
2,positivefb,eff,536,1
2,positivefb,noneff,586,0
2,positivefb,eff,553,1
2,positivefb,noneff,603,0
2,positivefb,eff,920,1
2,positivefb,noneff,603,1
2,positivefb,eff,570,1
2,positivefb,eff,619,0
2,positivefb,noneff,519,1
2,positivefb,noneff,519,1
2,positivefb,noneff,503,1
2,positivefb,eff,570,1
2,positivefb,noneff,470,1
2,positivefb,noneff,636,0
2,positivefb,noneff,570,1
2,positivefb,eff,553,1
2,positivefb,noneff,669,0
2,positivefb,noneff,687,1
2,positivefb,noneff,536,1
2,positivefb,eff,882,1
2,positivefb,eff,653,0
2,positivefb,eff,737,0
2,positivefb,noneff,603,1
2,positivefb,eff,570,1
2,positivefb,eff,737,0
2,positivefb,noneff,669,1
2,positivefb,eff,703,1
2,positivefb,eff,703,1
2,positivefb,noneff,720,1
2,positivefb,noneff,603,1
2,positivefb,noneff,503,1
2,positivefb,eff,536,1
2,positivefb,noneff,536,1
2,positivefb,eff,753,0
2,positivefb,eff,787,1
2,positivefb,eff,770,1
2,positivefb,noneff,603,0
2,positivefb,noneff,686,1
2,positivefb,eff,670,0
2,positivefb,noneff,804,0
2,positivefb,eff,619,1
2,positivefb,noneff,536,1
2,positivefb,eff,587,1
2,positivefb,eff,570,1
2,positivefb,eff,520,1
2,positivefb,eff,753,1
2,positivefb,eff,603,0
2,positivefb,noneff,570,0
2,positivefb,noneff,720,1
2,positivefb,eff,569,1
2,positivefb,noneff,553,1
2,positivefb,eff,536,1
2,positivefb,eff,603,0
2,positivefb,noneff,753,1
2,positivefb,noneff,753,0
2,positivefb,noneff,703,1
2,positivefb,noneff,1771,1
2,positivefb,noneff,619,0
2,positivefb,noneff,586,0
2,positivefb,noneff,570,1
2,positivefb,noneff,719,1
2,positivefb,eff,570,1
2,positivefb,noneff,637,1
2,positivefb,noneff,553,0
2,positivefb,eff,586,1
2,positivefb,eff,569,1
2,positivefb,noneff,536,1
2,positivefb,noneff,486,1
2,positivefb,eff,536,1
2,positivefb,eff,728,1
2,positivefb,eff,887,0
2,positivefb,noneff,686,1
2,positivefb,noneff,686,1
2,positivefb,eff,636,1
2,positivefb,noneff,619,0
2,positivefb,eff,536,1
2,positivefb,noneff,686,0
2,positivefb,noneff,987,1
2,positivefb,eff,620,1
2,positivefb,noneff,636,1
2,positivefb,noneff,636,1
2,positivefb,eff,636,1
2,positivefb,noneff,603,1
2,positivefb,noneff,703,1
2,positivefb,eff,519,1
2,positivefb,eff,787,1
2,positivefb,noneff,502,1
2,positivefb,eff,486,1
2,positivefb,noneff,619,1
2,positivefb,noneff,503,1
2,positivefb,noneff,653,1
2,positivefb,noneff,636,1
2,positivefb,eff,603,1
2,positivefb,noneff,854,1
2,positivefb,eff,720,1
2,positivefb,noneff,519,1
2,positivefb,noneff,569,1
2,positivefb,eff,519,1
2,positivefb,noneff,553,1
2,positivefb,noneff,637,1
2,positivefb,eff,720,0
2,positivefb,noneff,553,1
2,positivefb,eff,553,0
2,positivefb,eff,569,1
2,positivefb,noneff,686,0
2,positivefb,eff,620,1
2,positivefb,eff,653,1
2,positivefb,eff,837,0
2,positivefb,eff,619,1
2,positivefb,noneff,937,1
2,positivefb,eff,837,1
2,positivefb,noneff,536,1
2,positivefb,noneff,553,1
2,positivefb,eff,536,0
2,positivefb,noneff,436,1
2,positivefb,eff,586,0
2,positivefb,eff,586,1
2,positivefb,eff,536,1
2,positivefb,eff,803,1
3,negativefb,eff,586,0
3,negativefb,eff,670,0
3,negativefb,eff,1137,1
3,negativefb,eff,536,1
3,negativefb,noneff,319,1
3,negativefb,noneff,503,1
3,negativefb,eff,469,0
3,negativefb,eff,837,1
3,negativefb,eff,703,1
3,negativefb,noneff,1020,1
3,negativefb,eff,703,1
3,negativefb,eff,436,1
3,negativefb,noneff,469,1
3,negativefb,eff,519,1
3,negativefb,eff,820,1
3,negativefb,eff,419,0
3,negativefb,eff,469,1
3,negativefb,eff,619,1
3,negativefb,noneff,553,1
3,negativefb,eff,436,1
3,negativefb,noneff,686,1
3,negativefb,eff,603,1
3,negativefb,noneff,1822,0
3,negativefb,noneff,436,1
3,negativefb,noneff,436,0
3,negativefb,noneff,452,1
3,negativefb,noneff,469,1
3,negativefb,noneff,486,1
3,negativefb,noneff,620,1
3,negativefb,noneff,436,0
3,negativefb,eff,436,1
3,negativefb,noneff,352,1
3,negativefb,noneff,620,1
3,negativefb,eff,370,0
3,negativefb,eff,470,1
3,negativefb,eff,469,1
3,negativefb,eff,736,0
3,negativefb,noneff,536,1
3,negativefb,eff,987,1
3,negativefb,noneff,469,1
3,negativefb,eff,737,1
3,negativefb,noneff,553,0
3,negativefb,eff,419,0
3,negativefb,noneff,737,1
3,negativefb,noneff,586,1
3,negativefb,noneff,419,1
3,negativefb,noneff,653,1
3,negativefb,eff,420,1
3,negativefb,noneff,570,0
3,negativefb,noneff,586,1
3,negativefb,noneff,360,1
3,negativefb,eff,353,1
3,negativefb,eff,553,1
3,negativefb,eff,319,1
3,negativefb,eff,820,1
3,negativefb,noneff,987,1
3,negativefb,noneff,720,0
3,negativefb,noneff,736,1
3,negativefb,eff,703,1
3,negativefb,noneff,703,1
3,negativefb,noneff,486,1
3,negativefb,noneff,720,1
3,negativefb,eff,703,0
3,negativefb,eff,586,1
3,negativefb,eff,520,1
3,negativefb,eff,469,0
3,negativefb,noneff,503,0
3,negativefb,noneff,486,0
3,negativefb,eff,536,1
3,negativefb,eff,486,1
3,negativefb,eff,619,1
3,negativefb,eff,603,0
3,negativefb,noneff,654,1
3,negativefb,noneff,620,0
3,negativefb,noneff,636,0
3,negativefb,eff,636,1
3,negativefb,eff,669,0
3,negativefb,noneff,536,1
3,negativefb,eff,452,1
3,negativefb,eff,570,1
3,negativefb,eff,553,1
3,negativefb,eff,1004,1
3,negativefb,eff,603,0
3,negativefb,noneff,436,0
3,negativefb,noneff,553,1
3,negativefb,noneff,369,1
3,negativefb,noneff,553,1
3,negativefb,noneff,436,1
3,negativefb,eff,286,1
3,negativefb,eff,436,1
3,negativefb,eff,236,1
3,negativefb,eff,469,1
3,negativefb,noneff,302,0
3,negativefb,eff,369,1
3,negativefb,noneff,402,1
3,negativefb,noneff,469,1
3,negativefb,noneff,369,0
3,negativefb,noneff,302,0
3,negativefb,noneff,1087,1
3,negativefb,eff,285,1
3,negativefb,noneff,427,0
3,negativefb,eff,303,0
3,negativefb,noneff,319,1
3,negativefb,eff,403,1
3,negativefb,eff,402,0
3,negativefb,noneff,503,1
3,negativefb,eff,336,1
3,negativefb,eff,319,0
3,negativefb,noneff,603,1
3,negativefb,noneff,386,1
3,negativefb,noneff,369,0
3,negativefb,eff,369,0
3,negativefb,noneff,486,1
3,negativefb,eff,520,1
3,negativefb,eff,436,1
3,negativefb,eff,335,1
3,negativefb,noneff,403,0
3,negativefb,eff,386,1
3,negativefb,eff,536,1
3,negativefb,noneff,369,1
3,negativefb,noneff,369,0
3,negativefb,noneff,335,1
3,negativefb,eff,269,0
3,negativefb,eff,419,1
3,negativefb,noneff,352,0
3,negativefb,noneff,319,0
3,negativefb,noneff,285,0
3,negativefb,eff,1221,1
3,negativefb,noneff,887,1
3,negativefb,noneff,619,0
3,negativefb,eff,302,1
3,negativefb,noneff,453,1
3,negativefb,noneff,536,0
3,negativefb,noneff,336,1
3,negativefb,eff,386,0
3,negativefb,noneff,336,1
3,negativefb,eff,319,1
3,negativefb,noneff,319,0
3,negativefb,noneff,352,1
3,negativefb,eff,269,1
3,negativefb,noneff,419,0
3,negativefb,noneff,269,0
3,negativefb,eff,369,1
3,negativefb,eff,352,1
3,negativefb,eff,253,1
3,negativefb,eff,1354,0
3,negativefb,noneff,436,1
3,negativefb,eff,453,1
3,negativefb,eff,419,0
3,negativefb,noneff,386,0
3,positivefb,noneff,703,0
3,positivefb,eff,453,1
3,positivefb,noneff,887,1
3,positivefb,eff,603,0
3,positivefb,eff,436,0
3,positivefb,eff,736,1
3,positivefb,noneff,352,0
3,positivefb,eff,436,1
3,positivefb,eff,352,1
3,positivefb,noneff,303,1
3,positivefb,eff,419,1
3,positivefb,noneff,486,0
3,positivefb,noneff,470,0
3,positivefb,noneff,470,0
3,positivefb,eff,453,1
3,positivefb,noneff,402,0
3,positivefb,eff,637,1
3,positivefb,eff,419,1
3,positivefb,eff,436,1
3,positivefb,noneff,386,0
3,positivefb,noneff,520,1
3,positivefb,eff,737,1
3,positivefb,eff,603,1
3,positivefb,noneff,553,1
3,positivefb,eff,569,1
3,positivefb,eff,553,0
3,positivefb,noneff,686,1
3,positivefb,eff,687,0
3,positivefb,eff,720,1
3,positivefb,noneff,720,0
3,positivefb,noneff,720,1
3,positivefb,eff,453,1
3,positivefb,eff,436,1
3,positivefb,eff,419,0
3,positivefb,eff,636,1
3,positivefb,eff,637,1
3,positivefb,noneff,402,1
3,positivefb,noneff,486,1
3,positivefb,noneff,687,1
3,positivefb,noneff,553,0
3,positivefb,eff,386,1
3,positivefb,noneff,603,0
3,positivefb,noneff,486,1
3,positivefb,noneff,670,1
3,positivefb,noneff,519,1
3,positivefb,eff,569,0
3,positivefb,eff,486,1
3,positivefb,noneff,352,1
3,positivefb,noneff,503,0
3,positivefb,noneff,503,0
3,positivefb,noneff,594,1
3,positivefb,noneff,503,1
3,positivefb,eff,519,1
3,positivefb,eff,520,1
3,positivefb,eff,402,1
3,positivefb,noneff,636,1
3,positivefb,eff,603,1
3,positivefb,eff,486,1
3,positivefb,noneff,653,1
3,positivefb,eff,452,1
3,positivefb,noneff,570,1
3,positivefb,eff,469,1
3,positivefb,noneff,486,1
3,positivefb,eff,703,1
3,positivefb,eff,469,1
3,positivefb,noneff,486,0
3,positivefb,eff,686,1
3,positivefb,eff,787,1
3,positivefb,noneff,703,1
3,positivefb,noneff,1020,1
3,positivefb,eff,603,1
3,positivefb,eff,1037,1
3,positivefb,eff,636,1
3,positivefb,noneff,669,1
3,positivefb,eff,353,0
3,positivefb,eff,620,1
3,positivefb,noneff,503,1
3,positivefb,noneff,402,1
3,positivefb,eff,435,0
3,positivefb,eff,436,0
3,positivefb,noneff,686,1
3,positivefb,noneff,486,1
3,positivefb,noneff,570,1
3,positivefb,eff,352,1
3,positivefb,eff,403,1
3,positivefb,noneff,386,1
3,positivefb,noneff,353,0
3,positivefb,noneff,436,0
3,positivefb,noneff,486,1
3,positivefb,noneff,1488,1
3,positivefb,noneff,920,1
3,positivefb,noneff,636,1
3,positivefb,eff,519,1
3,positivefb,noneff,469,0
3,positivefb,eff,369,1
3,positivefb,eff,335,1
3,positivefb,eff,319,1
3,positivefb,noneff,419,1
3,positivefb,eff,403,0
3,positivefb,noneff,653,1
3,positivefb,noneff,535,1
3,positivefb,noneff,419,1
3,positivefb,eff,352,1
3,positivefb,eff,453,1
3,positivefb,eff,369,0
3,positivefb,eff,820,1
3,positivefb,noneff,1271,1
3,positivefb,eff,469,0
3,positivefb,noneff,770,0
3,positivefb,eff,1087,1
3,positivefb,noneff,453,1
3,positivefb,noneff,620,1
3,positivefb,eff,453,1
3,positivefb,eff,469,0
3,positivefb,eff,419,1
3,positivefb,eff,937,1
3,positivefb,noneff,403,1
3,positivefb,eff,419,0
3,positivefb,noneff,503,1
3,positivefb,eff,703,1
3,positivefb,noneff,703,1
3,positivefb,noneff,1171,1
3,positivefb,eff,469,1
3,positivefb,noneff,920,1
3,positivefb,eff,637,1
3,positivefb,eff,519,1
3,positivefb,noneff,753,1
3,positivefb,noneff,553,1
3,positivefb,eff,369,1
3,positivefb,noneff,453,1
3,positivefb,noneff,403,1
3,positivefb,eff,503,1
3,positivefb,eff,469,0
3,positivefb,noneff,520,0
3,positivefb,noneff,619,1
3,positivefb,eff,503,1
3,positivefb,noneff,436,1
3,positivefb,noneff,469,0
3,positivefb,eff,703,1
3,positivefb,eff,904,1
3,positivefb,noneff,420,1
3,positivefb,eff,436,1
3,positivefb,eff,620,1
3,positivefb,noneff,1121,1
3,positivefb,eff,586,0
3,positivefb,eff,603,1
3,positivefb,noneff,703,0
3,positivefb,eff,1054,1
3,positivefb,noneff,603,0
3,positivefb,noneff,486,1
4,positivefb,noneff,2123,1
4,positivefb,eff,2022,1
4,positivefb,noneff,2206,1
4,positivefb,noneff,2673,0
4,positivefb,eff,3275,0
4,positivefb,eff,1555,1
4,positivefb,noneff,1939,1
4,positivefb,eff,1839,1
4,positivefb,noneff,1438,1
4,positivefb,eff,1371,1
4,positivefb,eff,1688,1
4,positivefb,eff,2022,1
4,positivefb,eff,2073,1
4,positivefb,noneff,1421,1
4,positivefb,eff,1438,1
4,positivefb,noneff,1538,1
4,positivefb,noneff,1121,1
4,positivefb,eff,1989,1
4,positivefb,noneff,1604,0
4,positivefb,noneff,4510,1
4,positivefb,noneff,2223,0
4,positivefb,eff,1672,1
4,positivefb,noneff,2206,1
4,positivefb,eff,1438,1
4,positivefb,noneff,2540,1
4,positivefb,noneff,3542,1
4,positivefb,eff,1889,0
4,positivefb,noneff,2223,1
4,positivefb,eff,1855,1
4,positivefb,eff,2373,1
4,positivefb,noneff,1070,1
4,positivefb,eff,1488,1
4,positivefb,eff,1070,1
4,positivefb,noneff,1454,1
4,positivefb,eff,2005,1
4,positivefb,eff,1321,1
4,positivefb,eff,1355,1
4,positivefb,noneff,2140,0
4,positivefb,eff,1321,1
4,positivefb,eff,770,1
4,positivefb,eff,1572,1
4,positivefb,noneff,1705,1
4,positivefb,eff,720,1
4,positivefb,noneff,1237,1
4,positivefb,noneff,1889,1
4,positivefb,noneff,1739,1
4,positivefb,eff,1087,1
4,positivefb,noneff,1504,1
4,positivefb,noneff,1288,0
4,positivefb,eff,1137,1
4,positivefb,noneff,2662,0
4,positivefb,eff,820,0
4,positivefb,eff,653,1
4,positivefb,noneff,1805,0
4,positivefb,eff,1805,0
4,positivefb,eff,870,1
4,positivefb,eff,770,1
4,positivefb,noneff,1138,1
4,positivefb,eff,1054,1
4,positivefb,eff,703,1
4,positivefb,noneff,2106,1
4,positivefb,noneff,636,1
4,positivefb,noneff,820,0
4,positivefb,noneff,1438,1
4,positivefb,noneff,1288,1
4,positivefb,noneff,2289,1
4,positivefb,eff,1204,1
4,positivefb,eff,720,0
4,positivefb,eff,2006,0
4,positivefb,noneff,2623,0
4,positivefb,eff,720,1
4,positivefb,noneff,887,0
4,positivefb,eff,837,0
4,positivefb,noneff,1054,1
4,positivefb,noneff,720,1
4,positivefb,noneff,1338,0
4,positivefb,eff,1338,1
4,positivefb,noneff,770,1
4,positivefb,noneff,1304,1
4,positivefb,noneff,1004,1
4,positivefb,eff,3091,1
4,positivefb,noneff,870,1
4,positivefb,noneff,736,1
4,positivefb,eff,737,1
4,positivefb,eff,719,1
4,positivefb,noneff,1922,0
4,positivefb,eff,719,1
4,positivefb,eff,1471,1
4,positivefb,eff,754,1
4,positivefb,eff,870,1
4,positivefb,noneff,1505,1
4,positivefb,eff,1772,0
4,positivefb,eff,2473,0
4,positivefb,noneff,2373,0
4,positivefb,noneff,1070,1
4,positivefb,noneff,1037,1
4,positivefb,eff,1421,1
4,positivefb,eff,1271,0
4,positivefb,eff,787,1
4,positivefb,noneff,787,1
4,positivefb,noneff,1372,0
4,positivefb,noneff,703,1
